,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price_lakhs,Status,Transaction,Type,Per_Sqft
522,760.0,3,2.0,Furnished,Geeta Colony,1.0,60.0,Ready_to_move,Resale,Builder_Floor,6667.0
523,400.0,2,1.0,Furnished,Krishna Nagar Block A,1.0,25.0,Ready_to_move,New_Property,Apartment,6667.0
524,380.0,1,1.0,Unfurnished,Geeta Colony,1.0,22.0,Ready_to_move,Resale,Builder_Floor,6667.0
525,904.1676,2,2.0,Furnished,Khairatabad,1.0,215.0,Ready_to_move,New_Property,Apartment,6667.0
526,900.0,4,1.0,Furnished,Shahdara,1.0,150.0,Ready_to_move,Resale,Apartment,6667.0
527,810.0,5,6.0,Furnished,Geeta Colony,1.0,289.0,Ready_to_move,Resale,Apartment,6667.0
528,100.0,3,2.0,Unfurnished,Geeta Colony,1.0,55.0,Ready_to_move,Resale,Builder_Floor,6667.0
529,50.0,2,1.0,Semi-Furnished,Shahdara,1.0,19.5,Ready_to_move,New_Property,Apartment,6667.0
530,58.0,2,1.0,Unfurnished,Geeta Colony,1.0,38.0,Ready_to_move,Resale,Apartment,6667.0
531,900.0,2,1.0,Semi-Furnished,Chandni Chowk,1.0,62.0,Ready_to_move,New_Property,Builder_Floor,6667.0
532,1650.0,4,3.0,Furnished,Shahdara,1.0,140.0,Almost_ready,New_Property,Apartment,6667.0
533,1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,75.0,Ready_to_move,Resale,Apartment,6667.0
535,700.0,2,2.0,Semi-Furnished,Shahdara,1.0,25.0,Ready_to_move,Resale,Apartment,6667.0
536,990.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,40.0,Ready_to_move,Resale,Apartment,4040.0
537,450.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,35.0,Ready_to_move,Resale,Builder_Floor,7778.0
538,1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,50.0,Ready_to_move,New_Property,Apartment,5000.0
539,1700.0,4,3.0,Semi-Furnished,Saket,2.0,295.0,Ready_to_move,Resale,Builder_Floor,21071.0
540,1350.0,3,2.0,Unfurnished,Saket,1.0,190.0,Ready_to_move,Resale,Builder_Floor,14074.0
541,2100.0,4,3.0,Furnished,Saket,1.0,255.0,Ready_to_move,Resale,Apartment,14074.0
542,2600.0,4,4.0,Semi-Furnished,Saket,3.0,750.0,Ready_to_move,New_Property,Builder_Floor,28846.0
543,3000.0,4,5.0,Semi-Furnished,Saket,4.0,750.0,Ready_to_move,New_Property,Builder_Floor,28846.0
544,1450.0,3,3.0,Semi-Furnished,Saket,1.0,340.0,Almost_ready,New_Property,Builder_Floor,28846.0
545,2050.0,4,4.0,Semi-Furnished,Saket,1.0,475.0,Ready_to_move,New_Property,Builder_Floor,28846.0
546,3000.0,4,5.0,Semi-Furnished,Saket,3.0,750.0,Ready_to_move,New_Property,Builder_Floor,28846.0
547,1800.0,3,3.0,Semi-Furnished,Saket,2.0,230.0,Ready_to_move,Resale,Apartment,28846.0
548,900.0,3,2.0,Semi-Furnished,Saket,1.0,240.0,Ready_to_move,Resale,Apartment,28846.0
549,1500.0,3,2.0,Semi-Furnished,Saket,2.0,215.0,Ready_to_move,Resale,Apartment,28846.0
550,1500.0,3,2.0,Semi-Furnished,Saket,1.0,285.0,Ready_to_move,New_Property,Builder_Floor,28846.0
551,1800.0,4,4.0,Semi-Furnished,Saket,1.0,125.0,Ready_to_move,Resale,Builder_Floor,6944.0
552,1674.0,3,3.0,Unfurnished,Saket,1.0,450.0,Ready_to_move,Resale,Builder_Floor,6944.0
553,2025.0,4,3.0,Furnished,Saket,2.0,305.0,Ready_to_move,Resale,Builder_Floor,6944.0
554,1300.0,3,3.0,Semi-Furnished,Saket,3.0,225.0,Ready_to_move,Resale,Builder_Floor,6944.0
555,990.0,3,3.0,Furnished,Saket,1.0,280.0,Ready_to_move,Resale,Apartment,6944.0
556,2100.0,3,4.0,Semi-Furnished,Saket,2.0,250.0,Ready_to_move,Resale,Builder_Floor,14705.0
557,2250.0,4,4.0,Semi-Furnished,Saket,2.0,337.0,Ready_to_move,Resale,Builder_Floor,14705.0
558,1500.0,3,3.0,Semi-Furnished,Saket,1.0,270.0,Ready_to_move,Resale,Builder_Floor,18000.0
559,2700.0,4,4.0,Semi-Furnished,Saket,2.0,435.0,Ready_to_move,New_Property,Builder_Floor,18000.0
560,1700.0,3,3.0,Semi-Furnished,Saket,2.0,290.0,Ready_to_move,New_Property,Builder_Floor,18000.0
561,1700.0,3,3.0,Semi-Furnished,Saket,2.0,300.0,Ready_to_move,Resale,Builder_Floor,17647.0
562,2050.0,4,4.0,Semi-Furnished,Saket,2.0,521.0,Ready_to_move,New_Property,Apartment,17647.0
563,1800.0,3,3.0,Unfurnished,Saket,1.0,325.0,Ready_to_move,New_Property,Builder_Floor,18055.0
564,1500.0,3,2.0,Semi-Furnished,Saket,1.0,205.0,Ready_to_move,Resale,Apartment,18055.0
565,2000.0,4,3.0,Semi-Furnished,Saket,1.0,250.0,Ready_to_move,Resale,Apartment,12500.0
566,1500.0,3,3.0,Semi-Furnished,Saket,2.0,300.0,Ready_to_move,Resale,Builder_Floor,12500.0
567,24300.0,4,5.0,Semi-Furnished,Saket,2.0,510.0,Ready_to_move,Resale,Builder_Floor,12500.0
568,2475.0,4,4.0,Semi-Furnished,Saket,1.0,310.0,Ready_to_move,Resale,Builder_Floor,12500.0
569,1800.0,3,3.0,Semi-Furnished,Safdarjung Enclave,,375.0,Ready_to_move,New_Property,Builder_Floor,
570,1300.0,3,3.0,Semi-Furnished,Safdarjung Enclave,1.0,325.0,Ready_to_move,New_Property,Builder_Floor,
571,1500.0,3,3.0,Semi-Furnished,Safdarjung Enclave,4.0,375.0,Ready_to_move,New_Property,Builder_Floor,25000.0
572,2100.0,4,4.0,Semi-Furnished,Safdarjung Enclave,3.0,550.0,Ready_to_move,New_Property,Builder_Floor,25000.0
573,1800.0,4,4.0,Semi-Furnished,Safdarjung Enclave,2.0,875.0,Ready_to_move,New_Property,Builder_Floor,25000.0
574,1100.0,2,2.0,Unfurnished,Safdarjung Enclave,1.0,163.0,Ready_to_move,Resale,Apartment,14818.0
575,2035.0,4,4.0,Unfurnished,Safdarjung Enclave,2.0,650.0,Ready_to_move,New_Property,Builder_Floor,14818.0
577,1550.0,3,3.0,Semi-Furnished,Safdarjung Enclave,1.0,380.0,Ready_to_move,New_Property,Builder_Floor,14818.0
578,700.0,2,2.0,Unfurnished,Safdarjung Enclave,1.0,150.0,Ready_to_move,Resale,Builder_Floor,14818.0
579,150.0,2,1.0,Semi-Furnished,Safdarjung Enclave,1.0,20.0,Ready_to_move,Resale,Apartment,14818.0
580,540.0,1,1.0,Unfurnished,Safdarjung Enclave,1.0,30.0,Ready_to_move,Resale,Builder_Floor,14818.0
581,810.0,2,2.0,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1.0,85.0,Ready_to_move,Resale,Builder_Floor,14818.0
583,1600.0,3,3.0,Semi-Furnished,Safdarjung Enclave,2.0,225.0,Ready_to_move,Resale,Builder_Floor,14818.0
584,4000.0,4,4.0,Semi-Furnished,Safdarjung Enclave,1.0,725.0,Ready_to_move,Resale,Builder_Floor,14818.0
585,5500.0,6,7.0,Furnished,Safdarjung Enclave,1.0,1600.0,Ready_to_move,Resale,Apartment,14818.0
586,900.0,3,3.0,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1.0,125.0,Ready_to_move,New_Property,Builder_Floor,14818.0
587,972.0,2,2.0,Semi-Furnished,Safdarjung Enclave,1.0,170.0,Ready_to_move,Resale,Apartment,14818.0
588,4150.0,4,4.0,Unfurnished,Safdarjung Enclave,3.0,825.0,Ready_to_move,New_Property,Builder_Floor,14818.0
589,2250.0,4,5.0,Semi-Furnished,Safdarjung Enclave,2.0,550.0,Ready_to_move,New_Property,Builder_Floor,14818.0
590,1650.0,3,3.0,Semi-Furnished,Safdarjung Enclave,1.0,350.0,Ready_to_move,New_Property,Builder_Floor,14818.0
592,600.0,2,2.0,Semi-Furnished,Safdarjung Enclave,1.0,47.0,Ready_to_move,Resale,Builder_Floor,14818.0
593,1700.0,4,5.0,Unfurnished,Safdarjung Enclave,2.0,525.0,Ready_to_move,Resale,Builder_Floor,14818.0
594,2250.0,4,4.0,Semi-Furnished,Safdarjung Enclave,3.0,800.0,Ready_to_move,New_Property,Builder_Floor,14818.0
595,880.0,3,2.0,Unfurnished,Safdarjung Enclave,1.0,110.0,Ready_to_move,Resale,Builder_Floor,14818.0
596,4200.0,4,5.0,Semi-Furnished,Safdarjung Enclave,3.0,740.0,Ready_to_move,New_Property,Builder_Floor,14818.0
599,1620.0,3,3.0,Semi-Furnished,Paschim Vihar,,260.0,Ready_to_move,New_Property,Builder_Floor,
600,1078.0,3,2.0,Unfurnished,Paschim Vihar,1.0,155.0,Ready_to_move,New_Property,Builder_Floor,
601,1710.0,3,3.0,Unfurnished,Paschim Vihar,1.0,220.0,Ready_to_move,Resale,Builder_Floor,
602,1150.0,3,3.0,Semi-Furnished,Paschim Vihar Block B2,1.0,210.0,Ready_to_move,Resale,Builder_Floor,
603,450.0,2,2.0,Semi-Furnished,Paschim Vihar,1.0,50.0,Ready_to_move,Resale,Builder_Floor,
604,1818.0,3,3.0,Unfurnished,Paschim Vihar,1.0,220.0,Ready_to_move,Resale,Builder_Floor,
605,1800.0,3,2.0,Unfurnished,Paschim Vihar Block B4,1.0,265.0,Ready_to_move,Resale,Builder_Floor,14722.0
608,900.0,2,3.0,Semi-Furnished,Paschim Vihar,1.0,85.0,Ready_to_move,Resale,Apartment,14722.0
609,807.2925,2,2.0,Unfurnished,Paschim Vihar,1.0,86.0,Ready_to_move,Resale,Apartment,14722.0
610,2700.0,4,3.0,Semi-Furnished,Paschim Vihar,1.0,425.0,Ready_to_move,Resale,Builder_Floor,14722.0
611,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,2.0,131.0,Ready_to_move,Resale,Apartment,14722.0
612,585.0,2,2.0,Unfurnished,Paschim Vihar,2.0,70.0,Ready_to_move,Resale,Apartment,14722.0
613,2152.78,3,3.0,Furnished,Paschim Vihar,2.0,300.0,Ready_to_move,New_Property,Builder_Floor,14722.0
615,1800.0,4,3.0,Unfurnished,Paschim Vihar Block A2,2.0,231.0,Ready_to_move,Resale,Builder_Floor,14722.0
616,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,1.0,160.0,Ready_to_move,Resale,Apartment,14722.0
617,900.0,2,2.0,Unfurnished,Paschim Vihar,1.0,125.0,Ready_to_move,Resale,Builder_Floor,13889.0
618,1620.0,3,3.0,Furnished,Paschim Vihar,1.0,245.0,Ready_to_move,New_Property,Builder_Floor,13889.0
619,378.0,1,1.0,Unfurnished,Paschim Vihar,1.0,32.0,Ready_to_move,Resale,Apartment,13889.0
620,800.0,3,2.0,Unfurnished,Paschim Vihar,1.0,63.0,Ready_to_move,Resale,Apartment,7875.0
621,1350.0,3,3.0,Semi-Furnished,Paschim Vihar,1.0,150.0,Ready_to_move,Resale,Builder_Floor,11111.0
623,1580.0,3,2.0,Furnished,Paschim Vihar,1.0,210.0,Ready_to_move,Resale,Apartment,11111.0
624,820.0,2,3.0,Unfurnished,Paschim Vihar,1.0,75.0,Ready_to_move,Resale,Apartment,11111.0
625,594.0,2,1.0,Semi-Furnished,Paschim Vihar Block A2,1.0,65.0,Ready_to_move,Resale,Apartment,10943.0
626,14220.0,3,3.0,Semi-Furnished,Paschim Vihar Block B4,1.0,275.0,Ready_to_move,New_Property,Builder_Floor,10943.0
627,800.0,3,2.0,Unfurnished,Paschim Vihar,1.0,120.0,Ready_to_move,Resale,Builder_Floor,10943.0
629,1600.0,3,3.0,Semi-Furnished,Dwarka,1.0,156.0,Ready_to_move,Resale,Apartment,
637,1550.0,3,2.0,Semi-Furnished,Dwarka,1.0,132.0,Ready_to_move,Resale,Apartment,
641,1470.0,3,2.0,Semi-Furnished,Dwarka,1.0,145.0,Ready_to_move,Resale,Apartment,
642,1500.0,3,2.0,Semi-Furnished,Dwarka,1.0,149.0,Ready_to_move,Resale,Apartment,
645,1850.0,3,2.0,Semi-Furnished,Dwarka,1.0,155.0,Ready_to_move,Resale,Apartment,
648,1380.0,3,2.0,Semi-Furnished,Dwarka,1.0,150.0,Ready_to_move,Resale,Apartment,
651,1700.0,3,3.0,Semi-Furnished,Dwarka,1.0,172.0,Ready_to_move,Resale,Apartment,
653,1800.0,4,3.0,Semi-Furnished,Dwarka,1.0,165.0,Ready_to_move,Resale,Apartment,
658,2700.0,4,3.0,Furnished,Dwarka,1.0,275.0,Ready_to_move,Resale,Apartment,10700.0
659,3050.0,5,6.0,Semi-Furnished,Commonwealth Games Village 2010,,625.0,Ready_to_move,Resale,Apartment,20492.0
661,1500.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,3.0,355.0,Ready_to_move,Resale,Apartment,20558.0
669,2650.0,4,5.0,Furnished,Commonwealth Games Village 2010,2.0,525.0,Ready_to_move,Resale,Apartment,19811.0
672,1700.0,3,4.0,Semi-Furnished,Commonwealth Games Village 2010,2.0,400.0,Ready_to_move,Resale,Apartment,17619.0
676,3112.0,5,6.0,Semi-Furnished,Commonwealth Games Village 2010,3.0,600.0,Ready_to_move,Resale,Apartment,19280.0
682,1455.0,2,2.0,Semi-Furnished,Commonwealth Games Village 2010,2.0,275.0,Ready_to_move,Resale,Apartment,18900.0
687,1815.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,2.0,325.0,Ready_to_move,Resale,Apartment,17906.0
689,700.0,2,2.0,Unfurnished,Alaknanda,,165.0,Ready_to_move,Resale,Apartment,
690,980.0,2,2.0,Semi-Furnished,Alaknanda,2.0,138.0,Ready_to_move,Resale,Apartment,
691,1350.0,3,3.0,Semi-Furnished,Alaknanda,2.0,210.0,Ready_to_move,Resale,Apartment,
692,1800.0,3,3.0,Semi-Furnished,Alaknanda,2.0,225.0,Ready_to_move,Resale,Apartment,
693,968.751,2,2.0,Semi-Furnished,Alaknanda,2.0,150.0,Ready_to_move,Resale,Apartment,
694,1250.0,3,3.0,Semi-Furnished,Alaknanda,2.0,200.0,Ready_to_move,New_Property,Apartment,
695,1800.0,3,3.0,Furnished,Alaknanda,2.0,200.0,Ready_to_move,New_Property,Apartment,
696,1400.0,3,2.0,Semi-Furnished,Alaknanda,2.0,260.0,Ready_to_move,Resale,Builder_Floor,
697,1000.0,3,3.0,Semi-Furnished,Alaknanda,2.0,195.0,Ready_to_move,Resale,Apartment,
698,1800.0,4,2.0,Semi-Furnished,Alaknanda,1.0,215.0,Ready_to_move,Resale,Apartment,
699,1500.0,3,3.0,Unfurnished,Alaknanda,1.0,265.0,Ready_to_move,New_Property,Apartment,
700,1600.0,3,3.0,Semi-Furnished,Alaknanda,2.0,200.0,Ready_to_move,Resale,Apartment,12500.0
702,1400.0,3,2.0,Unfurnished,Alaknanda,1.0,190.0,Ready_to_move,Resale,Apartment,12500.0
703,2700.0,4,4.0,Unfurnished,Greater Kailash 4 Nri Colony,2.0,365.0,Ready_to_move,Resale,Builder_Floor,12500.0
704,1100.0,2,2.0,Unfurnished,Alaknanda,2.0,150.0,Ready_to_move,Resale,Apartment,12500.0
705,1200.0,2,2.0,Semi-Furnished,Alaknanda,2.0,175.0,Ready_to_move,Resale,Apartment,12500.0
706,1400.0,2,2.0,Semi-Furnished,Alaknanda,2.0,140.0,Ready_to_move,Resale,Apartment,12500.0
707,1500.0,3,3.0,Semi-Furnished,Alaknanda,2.0,210.0,Ready_to_move,Resale,Apartment,12500.0
708,1320.0,3,2.0,Unfurnished,Alaknanda,2.0,156.0,Ready_to_move,Resale,Apartment,12500.0
710,1150.0,2,2.0,Unfurnished,Alaknanda,1.0,165.0,Ready_to_move,Resale,Apartment,12500.0
711,1440.0,3,3.0,Unfurnished,Alaknanda,1.0,190.0,Ready_to_move,Resale,Apartment,12500.0
712,1400.0,2,2.0,Unfurnished,Alaknanda,1.0,165.0,Ready_to_move,Resale,Apartment,12500.0
713,450.0,1,1.0,Semi-Furnished,Alaknanda,1.0,30.0,Ready_to_move,Resale,Builder_Floor,12500.0
714,1300.0,2,2.0,Semi-Furnished,Alaknanda,1.0,150.0,Ready_to_move,Resale,Apartment,11538.0
715,1200.0,2,2.0,Unfurnished,Alaknanda,1.0,143.0,Ready_to_move,Resale,Apartment,11538.0
716,1300.0,3,2.0,Unfurnished,Alaknanda,1.0,185.0,Ready_to_move,Resale,Apartment,11538.0
718,1400.0,3,3.0,Semi-Furnished,Alaknanda,1.0,190.0,Ready_to_move,Resale,Apartment,11538.0
744,1800.0,4,4.0,Furnished,Ring Road,2.0,120.0,Ready_to_move,New_Property,Apartment,6667.0
745,1300.0,3,3.0,Furnished,Ring Road,1.0,200.0,Ready_to_move,New_Property,Apartment,15384.0
746,1150.0,2,2.0,Unfurnished,Sarita Vihar Pocket B,1.0,135.0,Ready_to_move,Resale,Apartment,15384.0
747,1500.0,3,2.0,Unfurnished,Sarita Vihar Pocket F,1.0,140.0,Ready_to_move,Resale,Apartment,15384.0
749,900.0,3,2.0,Semi-Furnished,Sultanpur,1.0,90.0,Ready_to_move,New_Property,Builder_Floor,
750,1150.0,3,2.0,Semi-Furnished,Sultanpur,1.0,63.0,Ready_to_move,Resale,Builder_Floor,
751,1000.0,3,3.0,Semi-Furnished,Sultanpur Extension,1.0,55.0,Ready_to_move,New_Property,Apartment,
752,450.0,1,1.0,Semi-Furnished,Sultanpur,1.0,23.5,Ready_to_move,Resale,Apartment,5222.0
753,1350.0,3,3.0,Semi-Furnished,Sultanpur,1.0,85.0,Ready_to_move,Resale,Apartment,5222.0
754,445.0,1,2.0,Semi-Furnished,Sultanpur Extension,1.0,16.5,Ready_to_move,Resale,Apartment,5222.0
755,1200.0,2,2.0,Semi-Furnished,Sultanpur,1.0,100.0,Ready_to_move,Resale,Apartment,8333.0
756,50.0,1,1.0,Unfurnished,Manglapuri,1.0,15.0,Ready_to_move,Resale,Builder_Floor,8333.0
758,700.0,2,2.0,Semi-Furnished,Sultanpur Extension,1.0,26.0,Ready_to_move,Resale,Builder_Floor,3714.0
759,500.0,1,1.0,Furnished,Sultanpur,1.0,23.5,Ready_to_move,Resale,Builder_Floor,3714.0
760,540.0,1,1.0,Unfurnished,Sultanpur Extension,1.0,23.5,Ready_to_move,Resale,Apartment,3714.0
761,450.0,1,1.0,Unfurnished,Sultanpur,1.0,20.0,Ready_to_move,New_Property,Builder_Floor,3714.0
762,800.0,2,2.0,Semi-Furnished,Sultanpur,1.0,50.0,Almost_ready,Resale,Builder_Floor,3714.0
763,700.0,2,2.0,Semi-Furnished,Sultanpur,1.0,35.0,Ready_to_move,Resale,Builder_Floor,3714.0
764,750.0,2,2.0,Semi-Furnished,Sultanpur,1.0,45.0,Almost_ready,Resale,Builder_Floor,3714.0
765,750.0,2,2.0,Unfurnished,Sultanpur,1.0,40.0,Ready_to_move,Resale,Builder_Floor,3714.0
766,1600.0,3,3.0,Unfurnished,Sultanpur,1.0,108.0,Ready_to_move,Resale,Builder_Floor,3714.0
767,1000.0,3,2.0,Unfurnished,Sultanpur,1.0,100.0,Ready_to_move,New_Property,Builder_Floor,3714.0
768,1600.0,3,3.0,Unfurnished,Sultanpur,1.0,108.0,Ready_to_move,Resale,Builder_Floor,3714.0
769,900.0,3,2.0,Semi-Furnished,Sultanpur,1.0,90.0,Ready_to_move,Resale,Builder_Floor,3714.0
770,1700.0,3,3.0,Semi-Furnished,Sultanpur,1.0,85.0,Ready_to_move,New_Property,Apartment,3714.0
771,1100.0,3,2.0,Semi-Furnished,Sultanpur,1.0,60.0,Ready_to_move,Resale,Builder_Floor,3714.0
772,1000.0,3,3.0,Semi-Furnished,Sultanpur,1.0,55.0,Ready_to_move,New_Property,Apartment,3714.0
773,1000.0,3,2.0,Semi-Furnished,Sultanpur,1.0,70.0,Ready_to_move,New_Property,Builder_Floor,7000.0
774,1100.0,3,2.0,Furnished,Sultanpur,1.0,60.0,Ready_to_move,Resale,Apartment,5455.0
775,765.0,3,2.0,Unfurnished,Sultanpur,1.0,37.0,Ready_to_move,Resale,Builder_Floor,4837.0
776,900.0,2,2.0,Semi-Furnished,Manglapuri,1.0,31.0,Ready_to_move,Resale,Builder_Floor,3444.0
777,600.0,2,2.0,Unfurnished,Sultanpur,1.0,45.0,Ready_to_move,Resale,Apartment,3444.0
778,360.0,1,1.0,Semi-Furnished,Manglapuri,1.0,15.0,Ready_to_move,Resale,Builder_Floor,4167.0
779,950.0,3,2.0,Semi-Furnished,Chhattarpur,,70.9,Almost_ready,New_Property,Builder_Floor,
781,1305.0,4,3.0,Unfurnished,Chhattarpur,1.0,55.0,Almost_ready,New_Property,Builder_Floor,
782,1800.0,3,4.0,Semi-Furnished,Chhattarpur,2.0,630.0,Almost_ready,New_Property,Apartment,
783,950.0,3,2.0,Semi-Furnished,Chhattarpur,2.0,69.9,Almost_ready,New_Property,Builder_Floor,
784,800.0,2,2.0,Semi-Furnished,Chhattarpur,1.0,44.0,Ready_to_move,New_Property,Apartment,
785,1800.0,4,4.0,Semi-Furnished,Chhattarpur Enclave Phase2,1.0,125.0,Ready_to_move,Resale,Builder_Floor,
786,800.0,2,2.0,Semi-Furnished,Chhattarpur,1.0,30.0,Ready_to_move,New_Property,Builder_Floor,
787,675.0,2,2.0,Semi-Furnished,Chhattarpur,1.0,28.0,Ready_to_move,New_Property,Builder_Floor,
788,1175.0,3,3.0,Unfurnished,Chhattarpur,4.0,50.0,Almost_ready,New_Property,Builder_Floor,
789,1500.0,3,3.0,Unfurnished,Chhattarpur,4.0,60.0,Ready_to_move,Resale,Builder_Floor,
790,810.0,2,2.0,Unfurnished,Chhattarpur,4.0,45.0,Ready_to_move,Resale,Apartment,
791,630.0,2,2.0,Unfurnished,Chhattarpur Enclave Phase2,1.0,28.0,Ready_to_move,Resale,Apartment,
792,650.0,2,2.0,Semi-Furnished,Chhattarpur,1.0,25.0,Ready_to_move,Resale,Builder_Floor,
793,1800.0,4,4.0,Semi-Furnished,Chhattarpur Enclave Phase2,1.0,85.0,Ready_to_move,New_Property,Builder_Floor,
794,725.0,2,2.0,Furnished,Chhattarpur,1.0,30.0,Ready_to_move,Resale,Apartment,4138.0
795,900.0,3,2.0,Semi-Furnished,Chhattarpur,1.0,49.0,Ready_to_move,New_Property,Builder_Floor,4138.0
796,750.0,2,2.0,Unfurnished,Chhattarpur,1.0,35.0,Ready_to_move,New_Property,Builder_Floor,4138.0
797,700.0,2,2.0,Semi-Furnished,Chhattarpur Enclave Phase2,1.0,30.0,Ready_to_move,New_Property,Builder_Floor,4138.0
798,950.0,3,2.0,Semi-Furnished,Chhattarpur,1.0,70.2,Almost_ready,New_Property,Builder_Floor,4138.0
799,1600.0,3,4.0,Unfurnished,Chhattarpur,1.0,600.0,Almost_ready,New_Property,Apartment,4138.0
800,900.0,2,2.0,Semi-Furnished,Chhattarpur,1.0,35.0,Ready_to_move,New_Property,Builder_Floor,4138.0
801,1500.0,3,3.0,Semi-Furnished,Chhattarpur,1.0,70.0,Ready_to_move,New_Property,Builder_Floor,4138.0
802,500.0,2,1.0,Semi-Furnished,Chhattarpur Enclave Phase2,2.0,70.0,Ready_to_move,Resale,Apartment,4138.0
803,1035.0,3,3.0,Semi-Furnished,Chhattarpur Enclave Phase2,1.0,45.0,Ready_to_move,New_Property,Builder_Floor,4138.0
804,825.0,3,2.0,Semi-Furnished,Chhattarpur,1.0,59.9,Ready_to_move,New_Property,Builder_Floor,4138.0
805,1300.0,3,3.0,Semi-Furnished,Chhattarpur,1.0,44.0,Ready_to_move,New_Property,Builder_Floor,4138.0
806,765.0,2,2.0,Unfurnished,Chhattarpur,4.0,25.0,Ready_to_move,New_Property,Builder_Floor,4138.0
807,580.0,1,1.0,Semi-Furnished,Chhattarpur Enclave Phase2,1.0,16.0,Ready_to_move,New_Property,Builder_Floor,4138.0
808,1750.0,3,3.0,Semi-Furnished,Chhattarpur Enclave Phase2,1.0,65.0,Ready_to_move,New_Property,Builder_Floor,4138.0
809,650.0,2,2.0,Semi-Furnished,Mehrauli,,27.5,Ready_to_move,Resale,Apartment,
810,405.0,1,1.0,Semi-Furnished,Mehrauli,,15.0,Ready_to_move,New_Property,Apartment,
811,675.0,2,1.0,Unfurnished,Mehrauli,,22.0,Ready_to_move,Resale,Builder_Floor,3259.0
812,850.0,2,2.0,Semi-Furnished,Mehrauli,1.0,28.0,Ready_to_move,Resale,Apartment,3294.0
813,800.0,3,3.0,Semi-Furnished,Mehrauli,1.0,45.0,Ready_to_move,Resale,Apartment,3294.0
814,405.0,1,1.0,Furnished,Mehrauli,1.0,18.0,Ready_to_move,Resale,Apartment,3294.0
815,1350.0,3,3.0,Unfurnished,Mehrauli,1.0,85.0,Ready_to_move,New_Property,Builder_Floor,3294.0
816,1350.0,3,3.0,Unfurnished,Mehrauli,1.0,85.0,Ready_to_move,New_Property,Apartment,3294.0
817,450.0,1,1.0,Unfurnished,Mehrauli,1.0,17.0,Ready_to_move,New_Property,Builder_Floor,3294.0
819,1050.0,3,2.0,Unfurnished,Mehrauli,2.0,56.0,Ready_to_move,New_Property,Builder_Floor,3294.0
820,1675.0,4,3.0,Furnished,Mehrauli,2.0,135.0,Ready_to_move,Resale,Builder_Floor,8060.0
821,1250.0,3,3.0,Unfurnished,Mehrauli,2.0,85.0,Almost_ready,New_Property,Builder_Floor,8060.0
822,1080.0,3,3.0,Unfurnished,Mehrauli,5.0,60.0,Ready_to_move,New_Property,Apartment,8060.0
823,1170.0,3,3.0,Unfurnished,Mehrauli,5.0,72.0,Almost_ready,New_Property,Builder_Floor,8060.0
825,1500.0,3,3.0,Semi-Furnished,Mehrauli,1.0,84.0,Ready_to_move,New_Property,Apartment,8060.0
826,1350.0,3,3.0,Unfurnished,Mehrauli,1.0,85.0,Ready_to_move,New_Property,Apartment,8060.0
827,855.0,2,2.0,Semi-Furnished,Mehrauli,1.0,40.0,Ready_to_move,Resale,Builder_Floor,4678.0
828,540.0,1,1.0,Unfurnished,Mehrauli,1.0,17.0,Ready_to_move,Resale,Builder_Floor,3148.0
829,1044.0983,3,2.0,Unfurnished,Mehrauli,1.0,60.0,Ready_to_move,Resale,Builder_Floor,3148.0
830,405.0,1,1.0,Semi-Furnished,Mehrauli,1.0,16.0,Ready_to_move,Resale,Apartment,3148.0
831,500.0,1,2.0,Semi-Furnished,Mehrauli,1.0,21.0,Ready_to_move,Resale,Apartment,4200.0
832,450.0,1,1.0,Furnished,Mehrauli,1.0,17.0,Ready_to_move,Resale,Apartment,3778.0
833,405.0,1,1.0,Unfurnished,Mehrauli,1.0,15.0,Ready_to_move,Resale,Apartment,3778.0
834,405.0,1,1.0,Unfurnished,Mehrauli,1.0,12.0,Ready_to_move,Resale,Builder_Floor,2963.0
835,450.0,1,1.0,Unfurnished,Mehrauli,1.0,16.5,Ready_to_move,Resale,Apartment,3667.0
836,173.0,2,2.0,Unfurnished,Mehrauli,1.0,35.0,Ready_to_move,Resale,Builder_Floor,3667.0
837,1100.0,3,2.0,Unfurnished,Mehrauli,1.0,85.0,Ready_to_move,Resale,Builder_Floor,7727.0
838,600.0,2,2.0,Unfurnished,Mehrauli,1.0,32.0,Ready_to_move,Resale,Builder_Floor,5333.0
839,800.0,3,2.0,Semi-Furnished,Mahavir Enclave,1.0,44.0,Ready_to_move,New_Property,Builder_Floor,
840,990.0,4,3.0,Unfurnished,Mahavir Enclave Part 1,1.0,72.0,Almost_ready,New_Property,Builder_Floor,
841,1100.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,75.0,Ready_to_move,New_Property,Builder_Floor,
842,1100.0,3,2.0,Unfurnished,Mahavir Enclave,1.0,65.0,Ready_to_move,New_Property,Apartment,
